monitoring_location_id,organization_id,organization_name,provider,monitoring_location_name,monitoring_location_type,huc8,latitude,longitude,horizontal_datum,country_code,state_code,county_code,drainage_area_value,drainage_area_unit,source_file
21NMEX_WQX-60BlackR027.6,21NMEX_WQX,NM Environmental Dept./SWQB,STORET,Black River above Blue Spring-  60BlackR027.6,River/Stream,13060011,32.1773500000,-104.2669500000,NAD83,US,35,015,,,wqp_stations_nm_stream_nutrients.csv
21NMEX_WQX-60BluSP000.1,21NMEX_WQX,NM Environmental Dept./SWQB,STORET,Blue Springs @ Bounds Property - 60BluSp000.1,River/Stream Perennial,13060011,32.1779500000,-104.2667000000,NAD83,US,35,015,,,wqp_stations_nm_stream_nutrients.csv
21NMEX_WQX-60PecosR011.6,21NMEX_WQX,NM Environmental Dept./SWQB,STORET,Pecos River near Red Bluff at County Road 725 - 60PecosR011.6,River/Stream,13060011,32.0658100000,-104.0034700000,NAD83,US,35,015,,,wqp_stations_nm_stream_nutrients.csv
21NMEX_WQX-60PecosR033.2,21NMEX_WQX,NM Environmental Dept./SWQB,STORET,"PECOS RIVER AT PIERCE CANYON CROSSING, NM - 60PecosR033.2",River/Stream,13060011,32.1890500000,-103.9784200000,NAD83,US,35,015,,,wqp_stations_nm_stream_nutrients.csv
21NMEX_WQX-60PecosR056.1,21NMEX_WQX,NM Environmental Dept./SWQB,STORET,Pecos River above Black River - 60PecosR056.1,River/Stream,13060011,32.2428100000,-104.0459500000,NAD83,US,35,015,,,wqp_stations_nm_stream_nutrients.csv
21NMEX_WQX-60PecosR085.0,21NMEX_WQX,NM Environmental Dept./SWQB,STORET,Pecos River below 6 Mile Dam,River/Stream,13060011,32.3839100000,-104.1451460000,NAD83,US,35,015,,,wqp_stations_nm_stream_nutrients.csv
21NMEX_WQX-60PecosR093.2,21NMEX_WQX,NM Environmental Dept./SWQB,STORET,PECOS RIVER BELOW LOWER TANSIL DAM - 60PecosR093.2,River/Stream,13060011,32.4112700000,-104.2208900000,NAD83,US,35,015,,,wqp_stations_nm_stream_nutrients.csv
21NMEX_WQX-60PecosR123.1,21NMEX_WQX,NM Environmental Dept./SWQB,STORET,PECOS RIVER BELOW BRANTLEY DAM AT THE USGS GAGE - 60PecosR123.1,River/Stream,13060011,32.5437100000,-104.3661200000,NAD83,US,35,015,,,wqp_stations_nm_stream_nutrients.csv
21NMEX_WQX-60PecosR138.4,21NMEX_WQX,NM Environmental Dept./SWQB,STORET,Pecos River abv Brantley Reservoir near Lakewood - 60PecosR138.4,River/Stream,13060011,32.6279100000,-104.3341600000,NAD83,US,35,015,,,wqp_stations_nm_stream_nutrients.csv
21NMEX_WQX-60Sittin000.8,21NMEX_WQX,NM Environmental Dept./SWQB,STORET,Sitting Bull Creek below recreation area - 60Sittin000.8,River/Stream,13060011,32.2508900000,-104.6965300000,NAD83,US,35,015,,,wqp_stations_nm_stream_nutrients.csv
21NMEX_WQX-62Delawa006.0,21NMEX_WQX,NM Environmental Dept./SWQB,STORET,DELAWARE RIVER AT HIGHWAY 285 BRIDGE - 62Delawa006.0,River/Stream,13070002,32.0231400000,-104.0546700000,NAD83,US,35,015,,,wqp_stations_nm_stream_nutrients.csv
21NMEX_WQX-64LosPin021.7,21NMEX_WQX,NM Environmental Dept./SWQB,STORET,Los Pinos River above Navajo Reservoir - 64LosPin021.7,River/Stream Perennial,14080101,36.9895350000,-107.6020600000,NAD83,US,35,045,,,wqp_stations_nm_stream_nutrients.csv
21NMEX_WQX-64SanJua101.6,21NMEX_WQX,NM Environmental Dept./SWQB,STORET,San Juan River abv Animas - 64SanJua101.6,River/Stream,14080101,36.7110380000,-108.2180420000,NAD83,US,35,045,,,wqp_stations_nm_stream_nutrients.csv
21NMEX_WQX-64SanJua171.9,21NMEX_WQX,NM Environmental Dept./SWQB,STORET,San Juan Below Navajo Lake - 64SanJua171.9,River/Stream,14080101,36.8167340000,-107.6288010000,NAD83,US,35,045,,,wqp_stations_nm_stream_nutrients.csv
21NMEX_WQX-66Animas002.3,21NMEX_WQX,NM Environmental Dept./SWQB,STORET,Animas River at Boyd Park in Farmington - 66Animas002.3,River/Stream,14080104,36.7230300000,-108.2016110000,NAD83,US,35,045,,,wqp_stations_nm_stream_nutrients.csv
21NMEX_WQX-66Animas028.1,21NMEX_WQX,NM Environmental Dept./SWQB,STORET,Animas River above Estes Arroyo  - 66Animas028.1,River/Stream,14080104,36.8293500000,-107.9976200000,NAD83,US,35,045,,,wqp_stations_nm_stream_nutrients.csv
21NMEX_WQX-66Animas044.8,21NMEX_WQX,NM Environmental Dept./SWQB,STORET,"Animas River nr Cedar Hill, NM - 66Animas044.8",River/Stream,14080104,36.9332950000,-107.9090730000,NAD83,US,35,045,,,wqp_stations_nm_stream_nutrients.csv
21NMEX_WQX-67SanJua046.0,21NMEX_WQX,NM Environmental Dept./SWQB,STORET,San Juan River at Shiprock Bridge - 67SanJua046.0,River/Stream,14080105,36.7816242200,-108.6927838000,NAD83,US,35,045,,,wqp_stations_nm_stream_nutrients.csv
21NMEX_WQX-67SanJua065.3,21NMEX_WQX,NM Environmental Dept./SWQB,STORET,SAN JUAN R AT HOGBACK - 67SanJua065.3,River/Stream,14080105,36.7463930000,-108.5369480000,NAD83,US,35,045,,,wqp_stations_nm_stream_nutrients.csv
21NMEX_WQX-67SanJua088.1,21NMEX_WQX,NM Environmental Dept./SWQB,STORET,San Juan River at Lions Park near Kirtland - 67SanJua088.1,River/Stream,14080105,36.7207500000,-108.3276000000,NAD83,US,35,045,,,wqp_stations_nm_stream_nutrients.csv
21NMEX_WQX-76Puerco029.1,21NMEX_WQX,NM Environmental Dept./SWQB,STORET,Puerco River at CR -1 - 76Puerco029.1,River/Stream Perennial,15020006,35.5156700000,-108.8457100000,NAD83,US,35,031,,,wqp_stations_nm_stream_nutrients.csv
21NMEX_WQX-76Puerco036.6,21NMEX_WQX,NM Environmental Dept./SWQB,STORET,Puerco River at Allison Road - 76Puerco036.6,River/Stream Ephemeral,15020006,35.5214000000,-108.7759600000,NAD83,US,35,031,,,wqp_stations_nm_stream_nutrients.csv
21NMEX_WQX-NM0020311,21NMEX_WQX,NM Environmental Dept./SWQB,STORET,Roswell WWTP effluent - NM0020311,River/Stream,13060008,33.4102810000,-104.4791710000,NAD83,US,35,005,,,wqp_stations_nm_stream_nutrients.csv
21NMEX_WQX-NM0020672,21NMEX_WQX,NM Environmental Dept./SWQB,STORET,Gallup WWTP - NM0020672,River/Stream Ephemeral,15020006,35.5177140000,-108.8174720000,NAD83,US,35,031,,,wqp_stations_nm_stream_nutrients.csv
21NMEX_WQX-NM0027731,21NMEX_WQX,NM Environmental Dept./SWQB,STORET,Chama WWTP outfall - NM0027731,River/Stream,13020102,36.8776200000,-106.5878800000,NAD83,US,35,039,,,wqp_stations_nm_stream_nutrients.csv
21NMEX_WQX-NM0028011,21NMEX_WQX,NM Environmental Dept./SWQB,STORET,Jemez Spr. WWTP outfall - NM0028011,River/Stream,13020202,35.7342440000,-106.7128750000,NAD83,US,35,043,,,wqp_stations_nm_stream_nutrients.csv
21NMEX_WQX-NM0028479,21NMEX_WQX,NM Environmental Dept./SWQB,STORET,Jemez Valley Public Schools WWTP Outfall -NM0028479,River/Stream,13020202,35.6569139000,-106.7382110000,NAD83,US,35,043,,,wqp_stations_nm_stream_nutrients.csv
21NMEX_WQX-NM0029165-M,21NMEX_WQX,NM Environmental Dept./SWQB,STORET,RUIDOSO NEW WWTP OUTFALL PIPE - NM0029165,River/Stream,13060008,33.3606350000,-105.5437380000,NAD83,US,35,027,,,wqp_stations_nm_stream_nutrients.csv
DRMPWQX-WQ41,DRMPWQX,Mescalero Apache Tribe DRMP (Tribal),STORET,Ruidoso Reservation Boundary,River/Stream,13060008,33.3364550000,-105.7263920000,NAD27,US,35,035,,,wqp_stations_nm_stream_nutrients.csv
DRMPWQX-WQ451,DRMPWQX,Mescalero Apache Tribe DRMP (Tribal),STORET,Eagle Creek Reservation Line,River/Stream,13060008,33.3902710000,-105.7348770000,NAD27,US,35,035,,,wqp_stations_nm_stream_nutrients.csv
DRMPWQX-WQ461,DRMPWQX,Mescalero Apache Tribe DRMP (Tribal),STORET,Carrizo Creek @ Mescalero Inn,River/Stream,13060008,33.3050300000,-105.6687500000,NAD27,US,35,035,,,wqp_stations_nm_stream_nutrients.csv
DRMPWQX-WQ61,DRMPWQX,Mescalero Apache Tribe DRMP (Tribal),STORET,Tularosa Reservation Line,River/Stream,13050003,33.1622600000,-105.8265190000,NAD27,US,35,035,,,wqp_stations_nm_stream_nutrients.csv
DRMPWQX-WQ62,DRMPWQX,Mescalero Apache Tribe DRMP (Tribal),STORET,Mescalero Community Center,River/Stream,13050003,33.1573300000,-105.7809000000,NAD27,US,35,035,,,wqp_stations_nm_stream_nutrients.csv
POLSWATER_WQX-BKG01,POLSWATER_WQX,Pueblo of Laguna (Tribal),STORET,Background Spring 01,River/Stream,13020207,35.1509000000,-107.5691400000,NAD83,US,35,006,,,wqp_stations_nm_stream_nutrients.csv
POLSWATER_WQX-BKG02,POLSWATER_WQX,Pueblo of Laguna (Tribal),STORET,Background Spring 02,River/Stream,13020207,35.1579700000,-107.5696400000,NAD83,US,35,006,,,wqp_stations_nm_stream_nutrients.csv
POLSWATER_WQX-CSC01,POLSWATER_WQX,Pueblo of Laguna (Tribal),STORET,Seco Canyon 01,River/Stream,13020207,35.1438700000,-107.5744900000,NAD83,US,35,006,,,wqp_stations_nm_stream_nutrients.csv
POLSWATER_WQX-ENC01,POLSWATER_WQX,Pueblo of Laguna (Tribal),STORET,Encinal Creek 01,River/Stream,13020207,35.1814900000,-107.4676500000,NAD83,US,35,006,,,wqp_stations_nm_stream_nutrients.csv
POLSWATER_WQX-ENC02,POLSWATER_WQX,Pueblo of Laguna (Tribal),STORET,Encinal Creek 02,River/Stream,13020207,35.1732840000,-107.4679930000,NAD83,US,35,006,,,wqp_stations_nm_stream_nutrients.csv
POLSWATER_WQX-RMQ01,POLSWATER_WQX,Pueblo of Laguna (Tribal),STORET,Rio Moquino 01,River/Stream,13020207,35.1529080000,-107.3558100000,NAD83,US,35,006,,,wqp_stations_nm_stream_nutrients.csv
POLSWATER_WQX-RPC02,POLSWATER_WQX,Pueblo of Laguna (Tribal),STORET,Rio Puerco 02,River/Stream,13020204,35.3470220000,-107.0429090000,NAD83,US,35,043,,,wqp_stations_nm_stream_nutrients.csv
POLSWATER_WQX-RPC03,POLSWATER_WQX,Pueblo of Laguna (Tribal),STORET,Rio Puerco 03,River/Stream,13020204,35.0251000000,-106.9392800000,NAD83,US,35,001,,,wqp_stations_nm_stream_nutrients.csv
POLSWATER_WQX-RPC04,POLSWATER_WQX,Pueblo of Laguna (Tribal),STORET,Rio Puerco 04,River/Stream,13020204,34.8009028000,-106.9913530000,NAD83,US,35,061,,,wqp_stations_nm_stream_nutrients.csv
POLSWATER_WQX-RPG01,POLSWATER_WQX,Pueblo of Laguna (Tribal),STORET,Rio Paguate 01,River/Stream,13020207,35.1931280000,-107.4524160000,NAD83,US,35,006,,,wqp_stations_nm_stream_nutrients.csv
POLSWATER_WQX-RPG02,POLSWATER_WQX,Pueblo of Laguna (Tribal),STORET,Rio Paguate 02,River/Stream,13020207,35.1560560000,-107.4097590000,NAD83,US,35,006,,,wqp_stations_nm_stream_nutrients.csv
POLSWATER_WQX-RPG03,POLSWATER_WQX,Pueblo of Laguna (Tribal),STORET,Rio Paguate 03,River/Stream,13020207,35.1233300000,-107.3363300000,NAD83,US,35,006,,,wqp_stations_nm_stream_nutrients.csv
POLSWATER_WQX-RPG04,POLSWATER_WQX,Pueblo of Laguna (Tribal),STORET,Rio Paguate 04,River/Stream,13020207,35.0667910000,-107.3262860000,NAD83,US,35,006,,,wqp_stations_nm_stream_nutrients.csv
POLSWATER_WQX-RSJ01,POLSWATER_WQX,Pueblo of Laguna (Tribal),STORET,Rio San Jose 01,River/Stream,13020207,35.0411667000,-107.5235500000,NAD83,US,35,006,,,wqp_stations_nm_stream_nutrients.csv
POLSWATER_WQX-RSJ02,POLSWATER_WQX,Pueblo of Laguna (Tribal),STORET,Rio San Jose 02,River/Stream,13020207,35.0307500000,-107.3893200000,NAD83,US,35,006,,,wqp_stations_nm_stream_nutrients.csv
POLSWATER_WQX-RSJ03,POLSWATER_WQX,Pueblo of Laguna (Tribal),STORET,Rio San Jose 03,River/Stream,13020207,35.0201530000,-107.3117210000,NAD83,US,35,006,,,wqp_stations_nm_stream_nutrients.csv
POLSWATER_WQX-RSJ04,POLSWATER_WQX,Pueblo of Laguna (Tribal),STORET,Rio San Jose 04,River/Stream,13020207,34.9316850000,-107.1040850000,NAD83,US,35,061,,,wqp_stations_nm_stream_nutrients.csv
POLSWATER_WQX-RSJ05,POLSWATER_WQX,Pueblo of Laguna (Tribal),STORET,Rio San Jose 05,River/Stream,13020207,34.8952460000,-107.0515480000,NAD83,US,35,061,,,wqp_stations_nm_stream_nutrients.csv
POLSWATER_WQX-RSJ06,POLSWATER_WQX,Pueblo of Laguna (Tribal),STORET,Rio San Jose 06,River/Stream,13020207,35.0236890000,-107.3260050000,NAD83,US,35,006,,,wqp_stations_nm_stream_nutrients.csv
POLSWATER_WQX-RSJ07,POLSWATER_WQX,Pueblo of Laguna (Tribal),STORET,Rio San Jose 07,River/Stream,13020207,34.9672230000,-107.1759030000,NAD83,US,35,006,,,wqp_stations_nm_stream_nutrients.csv
POLSWATER_WQX-SDR01,POLSWATER_WQX,Pueblo of Laguna (Tribal),STORET,Silver Dollar Ranch 01,River/Stream,13020207,35.1966770000,-107.4411030000,NAD83,US,35,006,,,wqp_stations_nm_stream_nutrients.csv
POLSWATER_WQX-TMB01,POLSWATER_WQX,Pueblo of Laguna (Tribal),STORET,Timber Creek 01,River/Stream,13020207,35.1806870000,-107.5117830000,NAD83,US,35,006,,,wqp_stations_nm_stream_nutrients.csv
POLSWATER_WQX-WCC01,POLSWATER_WQX,Pueblo of Laguna (Tribal),STORET,Water Canyon Creek 01,River/Stream,13020207,35.2262680000,-107.5520500000,NAD83,US,35,006,,,wqp_stations_nm_stream_nutrients.csv
POLSWATER_WQX-WCC02,POLSWATER_WQX,Pueblo of Laguna (Tribal),STORET,Water Canyon Creek 02,River/Stream,13020207,35.2212100000,-107.5206590000,NAD83,US,35,006,,,wqp_stations_nm_stream_nutrients.csv
PUEBLOISLETA-240WW,PUEBLOISLETA,"Pueblo of Isleta, New Mexico (Tribal)",STORET,240WW,River/Stream,13020203,34.8572900000,-106.7206500000,NAD83,US,35,061,,,wqp_stations_nm_stream_nutrients.csv
PUEBLOISLETA-ARSDNBD,PUEBLOISLETA,"Pueblo of Isleta, New Mexico (Tribal)",STORET,Albuquerque Riverside Drain,Canal Drainage,13020203,34.9471800000,-106.6788000000,NAD83,US,35,001,,,wqp_stations_nm_stream_nutrients.csv
PUEBLOISLETA-BLKBRDGE,PUEBLOISLETA,"Pueblo of Isleta, New Mexico (Tribal)",STORET,Black Bridge,River/Stream,13020203,34.9257100000,-106.6781800000,NAD83,US,35,001,,,wqp_stations_nm_stream_nutrients.csv
PUEBLOISLETA-IID@240WW,PUEBLOISLETA,"Pueblo of Isleta, New Mexico (Tribal)",STORET,Indian Interior Drain at 240WW,Canal Drainage,13020203,34.8583700000,-106.7250400000,NAD83,US,35,061,,,wqp_stations_nm_stream_nutrients.csv
PUEBLOISLETA-ISLLAKES,PUEBLOISLETA,"Pueblo of Isleta, New Mexico (Tribal)",STORET,Isleta Lakes,River/Stream,13020203,34.9468700000,-106.6803000000,NAD83,US,35,001,,,wqp_stations_nm_stream_nutrients.csv
PUEBLOISLETA-NM147,PUEBLOISLETA,"Pueblo of Isleta, New Mexico (Tribal)",STORET,New Mexico 147 Bridge,River/Stream,13020203,34.9058800000,-106.6861800000,NAD83,US,35,001,,,wqp_stations_nm_stream_nutrients.csv
PUEBLOISLETA-SOUTHBDY,PUEBLOISLETA,"Pueblo of Isleta, New Mexico (Tribal)",STORET,South Boundary,River/Stream,13020203,34.8366500000,-106.7154200000,NAD83,US,35,061,,,wqp_stations_nm_stream_nutrients.csv
PUEBLOJEMEZ-EPA001,PUEBLOJEMEZ,Pueblo of Jemez (Tribal),STORET,East Fork Jemez River at Las Conchas Trailhead,River/Stream,13020202,35.8161108500,-106.5341567400,NAD27,US,35,043,,,wqp_stations_nm_stream_nutrients.csv
PUEBLOJEMEZ-EPA002,PUEBLOJEMEZ,Pueblo of Jemez (Tribal),STORET,Jemez River at USGS Gauge,River/Stream,13020202,35.6619000000,-106.7428583300,NAD27,US,35,043,,,wqp_stations_nm_stream_nutrients.csv
PUEBLOJEMEZ-EPA003,PUEBLOJEMEZ,Pueblo of Jemez (Tribal),STORET,Vallecitos Creek,River/Stream,13020202,35.6283305600,-106.7002500000,NAD27,US,35,043,,,wqp_stations_nm_stream_nutrients.csv
PUEBLOJEMEZ-EPA004,PUEBLOJEMEZ,Pueblo of Jemez (Tribal),STORET,Jemez River near Sewer Lagoon,River/Stream,13020202,35.6015972200,-106.7450527800,NAD27,US,35,043,,,wqp_stations_nm_stream_nutrients.csv
PUEBLOJEMEZ-EPA009,PUEBLOJEMEZ,Pueblo of Jemez (Tribal),STORET,Southern Boundary,River/Stream,13020202,35.5752333300,-106.7571972200,NAD27,US,35,043,,,wqp_stations_nm_stream_nutrients.csv
PUEBLO_POJOAQUE-NR,PUEBLO_POJOAQUE,Pueblo of Pojoaque (Tribal),STORET,Nambe River,River/Stream,13020101,35.8935600000,-105.9961100000,NAD83,US,35,049,,,wqp_stations_nm_stream_nutrients.csv
PUEBLO_POJOAQUE-PR,PUEBLO_POJOAQUE,Pueblo of Pojoaque (Tribal),STORET,Pojoaque River,River/Stream,13020101,35.8917900000,-106.0473700000,NAD83,US,35,049,,,wqp_stations_nm_stream_nutrients.csv
PUEBLO_POJOAQUE-RN,PUEBLO_POJOAQUE,Pueblo of Pojoaque (Tribal),STORET,Rio Nambe,River/Stream,13020101,35.8935600000,-105.9961100000,NAD83,US,35,049,,,wqp_stations_nm_stream_nutrients.csv
PUEBLO_POJOAQUE-RP,PUEBLO_POJOAQUE,Pueblo of Pojoaque (Tribal),STORET,Rio Pojoaque,River/Stream,13020101,35.8917900000,-106.0473700000,NAD83,US,35,049,,,wqp_stations_nm_stream_nutrients.csv
PUEBLO_POJOAQUE-RT,PUEBLO_POJOAQUE,Pueblo of Pojoaque (Tribal),STORET,Rio Tesuque,River/Stream,13020101,35.8631000000,-106.0061300000,NAD83,US,35,049,,,wqp_stations_nm_stream_nutrients.csv
PUEBLO_POJOAQUE-TR,PUEBLO_POJOAQUE,Pueblo of Pojoaque (Tribal),STORET,Tesuque River,River/Stream,13020101,35.8631000000,-106.0061300000,NAD83,US,35,049,,,wqp_stations_nm_stream_nutrients.csv
PUEBLO_SANTAANA-RJ 2,PUEBLO_SANTAANA,"Pueblo of Santa Ana, New Mexico",STORET,Tamaya Bridge,River/Stream,13020202,35.4292930000,-106.6210350000,NAD83,US,35,043,,,wqp_stations_nm_stream_nutrients.csv
SANDIAWQ_WQX-ALBMAIN03,SANDIAWQ_WQX,Pueblo of Sandia Water Quality Program (New Mexico),STORET,Albuquerque Main 03 by the east of the woodyard,Canal Irrigation,13020203,35.2386100000,-106.5821400000,NAD83,US,35,043,,,wqp_stations_nm_stream_nutrients.csv
SANDIAWQ_WQX-ALBRIVDR02,SANDIAWQ_WQX,Pueblo of Sandia Water Quality Program (New Mexico),STORET,Albuquerque Riverside Drain before tie back confluence.,Canal Drainage,13020203,35.2274880000,-106.5910400000,NAD83,US,35,043,,,wqp_stations_nm_stream_nutrients.csv
SANDIAWQ_WQX-BERNINT03,SANDIAWQ_WQX,Pueblo of Sandia Water Quality Program (New Mexico),STORET,Bernalillo Interior Drain south side of Bosque Loop Rd.,Canal Drainage,13020203,35.2780100000,-106.5682320000,NAD83,US,35,043,,,wqp_stations_nm_stream_nutrients.csv
SANDIAWQ_WQX-CORRMAIN02,SANDIAWQ_WQX,Pueblo of Sandia Water Quality Program (New Mexico),STORET,Corrales main canal before siphon,Canal Irrigation,13020203,35.2806717200,-106.5946337900,NAD83,US,35,043,,,wqp_stations_nm_stream_nutrients.csv
SANDIAWQ_WQX-NONAME04,SANDIAWQ_WQX,Pueblo of Sandia Water Quality Program (New Mexico),STORET,NO NAME 04A,Canal Drainage,13020203,35.2279100000,-106.5897500000,UNKWN,US,35,043,,,wqp_stations_nm_stream_nutrients.csv
SANDIAWQ_WQX-RG001,SANDIAWQ_WQX,Pueblo of Sandia Water Quality Program (New Mexico),STORET,Rio Grande above NM550 Bridge.,River/Stream,13020203,35.3225790000,-106.5569060000,NAD83,US,35,043,,,wqp_stations_nm_stream_nutrients.csv
SANDIAWQ_WQX-RG002,SANDIAWQ_WQX,Pueblo of Sandia Water Quality Program (New Mexico),STORET,RG002 Rio Grande upstream of Town of Bernalillo Waste-WaterTreatment Plant outfall,River/Stream,13020203,35.3077670000,-106.5619420000,NAD83,US,35,043,,,wqp_stations_nm_stream_nutrients.csv
SANDIAWQ_WQX-RG003,SANDIAWQ_WQX,Pueblo of Sandia Water Quality Program (New Mexico),STORET,Rio Grande below Town of Bernalillo WWTP outfall.,River/Stream,13020203,35.3076700000,-106.5621200000,NAD83,US,35,043,,,wqp_stations_nm_stream_nutrients.csv
SANDIAWQ_WQX-RG005,SANDIAWQ_WQX,Pueblo of Sandia Water Quality Program (New Mexico),STORET,Rio Grande above Rio Rancho WWTP #3 outfall.,River/Stream,13020203,35.2826430000,-106.5974450000,NAD83,US,35,043,,,wqp_stations_nm_stream_nutrients.csv
SANDIAWQ_WQX-RG007,SANDIAWQ_WQX,Pueblo of Sandia Water Quality Program (New Mexico),STORET,Rio Grande upstream of the City of Rio Rancho WWTP #2 discharge.,River/Stream,13020203,35.2605578900,-106.5956250000,NAD83,US,35,043,,,wqp_stations_nm_stream_nutrients.csv
SANDIAWQ_WQX-RG008,SANDIAWQ_WQX,Pueblo of Sandia Water Quality Program (New Mexico),STORET,Rio Grande downstream of Rio Rancho WWTP #2 outfall.,River/Stream,13020203,35.2581070000,-106.5954120000,NAD83,US,35,043,,,wqp_stations_nm_stream_nutrients.csv
SANDIAWQ_WQX-RG009,SANDIAWQ_WQX,Pueblo of Sandia Water Quality Program (New Mexico),STORET,Rio Grande downstream of Sandia Wasteway.,River/Stream,13020203,35.2271650000,-106.5940840000,NAD83,US,35,043,,,wqp_stations_nm_stream_nutrients.csv
SANDIAWQ_WQX-RG010,SANDIAWQ_WQX,Pueblo of Sandia Water Quality Program (New Mexico),STORET,Rio Grande above the AMAFCA North Diversion Channel.,River/Stream,13020203,35.2120890000,-106.6119440000,NAD83,US,35,001,,,wqp_stations_nm_stream_nutrients.csv
